Local Authority District name (2019),IMD_rank_avg,IMD_decile_avg,IMD_rank_std,IMD_decile_std
Stoke-on-Trent,9350.433962264151,3.3710691823899372,8154.242859657925,2.507087318841813
Stratford-on-Avon,22825.0,7.410958904109589,5344.625766443646,1.63159445225246
Stroud,24046.536231884056,7.811594202898551,6164.468465182279,1.934785003398999
Sunderland,10915.983783783784,3.827027027027027,8441.592478985072,2.5350423039786185
Surrey Heath,27092.29090909091,8.690909090909091,6371.940548863364,1.8244504730519624
Sutton,21630.719008264463,7.099173553719008,7909.395995926973,2.4440572779624934
Swale,12859.976470588235,4.411764705882353,8260.539167195633,2.479891115347122
Swindon,18573.386363636364,6.181818181818182,9023.348493792275,2.7844118482608855
Tameside,10280.7304964539,3.6382978723404253,7566.445809228526,2.2937075282005797
Tamworth,16091.078431372549,5.372549019607843,8440.75188319888,2.5687412038874253
Tandridge,22664.54,7.38,6059.691641006301,1.8393654629035658
Teignbridge,19367.70238095238,6.357142857142857,6970.315098545137,2.171240593367238
Telford and Wrekin,14165.611111111111,4.833333333333333,9373.548906347505,2.849823736146291
Tendring,10884.359550561798,3.842696629213483,6932.664372452522,2.0609953266482144
Test Valley,23348.6338028169,7.577464788732394,7135.025768778046,2.14916576393849
Tewkesbury,22984.2,7.5,7255.566153242739,2.1404748662530997
Thanet,11175.214285714286,3.9642857142857144,7863.720859793876,2.376828040023437
Three Rivers,25161.66037735849,8.056603773584905,7665.146787052007,2.2050213180516893
Thurrock,15783.948979591836,5.26530612244898,7696.755881568732,2.366218525730141
Tonbridge and Malling,22026.444444444445,7.208333333333333,7722.373314111659,2.3433303614937846
Torbay,11887.651685393259,4.134831460674158,7566.478836260033,2.326678334782106
Torridge,12907.837837837838,4.513513513513513,5073.203226066642,1.5022505639062869
Tower Hamlets,10369.3125,3.6805555555555554,6187.587767795971,1.9019782773526535
Trafford,20576.384057971016,6.77536231884058,9401.116677205431,2.8077528639713125
Tunbridge Wells,23489.735294117647,7.617647058823529,6644.045473748896,2.051787802626321
Uttlesford,25428.08695652174,8.152173913043478,4601.857889669668,1.3493601990795132
Vale of White Horse,26577.53947368421,8.56578947368421,5021.675187798826,1.5520784027944763
Wakefield,12568.349282296651,4.3349282296650715,8768.51028525414,2.698428160632312
Walsall,11090.359281437126,3.8323353293413174,9499.845558174899,2.8992161271518015
Waltham Forest,11735.375,4.076388888888889,5150.119873511531,1.5558590418792306
Wandsworth,18713.156424581004,6.212290502793296,6930.247355873826,2.159292644391394
Warrington,18533.787401574802,6.165354330708661,10071.083984019466,3.059629035319605
Warwick,22966.837209302324,7.476744186046512,7104.452567163059,2.1239626904114672
Watford,19584.33962264151,6.433962264150943,7426.7130138528055,2.231844993603207
Waverley,27374.768292682926,8.71951219512195,5515.071704757052,1.6723930532446016
Wealden,22421.65263157895,7.336842105263158,6364.612195517343,1.965719652290167
Wellingborough,15679.234042553191,5.25531914893617,9062.138856882773,2.754191154889004
Welwyn Hatfield,20902.4776119403,6.835820895522388,7423.97243039186,2.2935813924513746
West Berkshire,24962.278350515466,8.072164948453608,5939.83310782359,1.7395367120324285
West Devon,16630.387096774193,5.645161290322581,5351.2313017810475,1.560948154098959
West Lancashire,18716.657534246577,6.164383561643835,9740.06398738276,2.9721564310845316
West Lindsey,16899.673076923078,5.6923076923076925,9031.941208237842,2.6974095164708514
West Oxfordshire,26272.18181818182,8.469696969696969,5668.4561726997745,1.7026648522441519
West Suffolk,18841.13,6.25,6627.916603132604,2.0517299918839127
Westminster,16194.96875,5.453125,8192.922283429938,2.5093820019072544
Wigan,14322.76,4.885,9869.841689066554,3.0394020504238335
Wiltshire,21461.610526315788,7.007017543859649,6975.604588812804,2.142778541159046
Winchester,25221.614285714284,8.185714285714285,6631.768455628432,1.920845655727262
Windsor and Maidenhead,26475.898876404495,8.48314606741573,6518.668068507945,1.9662629503160294
Wirral,13399.941747572815,4.635922330097087,10189.633687209609,3.0537415473219736
Woking,24528.852459016394,7.918032786885246,7051.602729961619,2.131471181814829
Wokingham,29227.08080808081,9.272727272727273,4906.352618168774,1.427272136416691
Wolverhampton,9920.006329113925,3.537974683544304,7899.644854144756,2.4092075921939418
Worcester,17165.25396825397,5.7936507936507935,9655.042738864418,2.973857764776306
Worthing,18834.66153846154,6.292307692307692,8061.292933435298,2.4349222069393
Wychavon,19422.641025641027,6.461538461538462,7223.596864559349,2.2371846157603987
Wycombe,24505.429906542056,7.897196261682243,7470.4606562922445,2.167228381445846
Wyre,16527.144927536232,5.579710144927536,8705.87203334853,2.625697650157502
Wyre Forest,16033.63076923077,5.3538461538461535,8699.877735436197,2.677631703289595
York,23593.475,7.641666666666667,8563.956810462707,2.588909225985368
